,Coluna1,Coluna2
1110,-3.0225269592029886,-7.253332614397478
0,0.3886226245080743,-3.0351817447031992
1,3.8131505448861938,0.5177084091609337
2,-3.37584906166393,-0.9688565429492604
3,-1.9563349243923078,4.6378094101235945
4,-1.938838331384716,-8.426552530192295
5,-2.656439735971148,
6,-7.725308061613141,-0.8280198933645755
7,0.42976946772619495,-9.133392763733287
8,-5.41258811429962,0.30586631482681953
9,-4.122844699018015,1.9354325121583889
10,4.686357880591689,-0.22809086847980609
11,-0.37413121511886355,-1.5088214911793998
12,-6.640652296845287,-0.7314710735576269
13,-0.37664806954512653,-2.608941264170536
14,2.789947474515003,-0.25741121589638327
15,-4.917488711466717,-7.425233139114958
16,-8.309600209420845,3.0050495796547656
17,-5.728482252794134,
18,-5.234582088061539,-0.3135714239309996
19,-6.217425301347153,-0.6417729191889001
20,-6.384098437739909,-0.46360354809792437
21,-6.703186301277822,0.03773096161145317
22,-6.240046336505701,1.3636775162560881
23,-3.369598937676256,-0.6416023831653548
24,-2.2172716994958526,0.01099415308018968
25,-6.117616020723424,-0.20181301602064705
26,-8.930099463988169,2.325285748011531
27,-6.754691821376129,2.315886815362514
28,1.6481381802536341,-2.1393334453666144
29,-1.4343845724017277,-9.292966360475122
30,-0.22375504565624588,-3.8761850191284806
31,4.451975284774531,0.2181867789008477
32,-3.7634480110842587,1.483002901986054
33,0.5235490628535671,-0.9150807645350909
34,-10.381532951983946,3.949635077934465
35,2.9979962650902543,-0.35404156817225263
36,3.17409569627062,-1.5295472270968384
37,-10.41389975725049,2.0733788310143293
38,3.473101608152313,-0.5784686488265885
39,-5.819589170405116,-3.064236610915541
40,2.573804208272869,0.18993335681957102
41,5.584994590690304,-0.6852468291193088
42,-5.609890116753057,1.0920566607149331
43,-7.172332625183562,2.4727857943500666
44,-10.012357140924584,1.947551135100572
45,-2.568022154815464,-8.385381961342555
46,-4.855451611028421,5.674593618952645
47,-5.681675766781269,-0.7143253213172958
48,-7.079091511138162,2.132490890310971
49,-5.59821982168498,0.7118939148589792
50,3.519873098858433,-2.173963618085824
51,-3.0015267333215023,1.6182628043872687
52,-8.77129256197395,1.524116506337103
53,-11.195966968014531,4.714567122680049
54,-2.3736596096665767,0.15291104241497167
55,-4.9352767365377295,0.31507362378686243
56,-6.4247767242174145,0.16540405444443218
57,3.516169067861431,-0.35573903153206476
58,-0.5714317757806547,-1.1890741076596174
59,-0.9599029014658678,-7.460122405032521
60,-8.928504250834004,1.8308044127566563
61,-3.285850267235408,0.15314425217208338
62,3.44251521832313,-0.44303232304384377
63,-4.441886673910871,-8.744827800134496
64,2.7920975794602603,-1.0233162055902536
65,-6.0854252829715945,0.07695965958371331
66,-0.9202840002808893,-8.647413672671693
67,-4.64911882054543,0.6117933256738483
68,2.9423656720146116,-2.7300872593067513
69,-2.1370850142516895,-9.094075388266118
70,-2.861426691533258,6.47413216676196
71,-6.730778581424534,1.4470650497156612
72,-3.4639970552175856,4.957332908174495
73,-4.180844779758257,-10.009819262063875
74,0.20825448256188928,-8.608507331707763
75,-8.555304708700415,1.4853247477704756
76,-10.820299650375016,2.983078336014542
77,-2.0643187283043143,-8.313304807709164
78,-2.7756834926330214,-8.705447916258166
79,4.097621808303168,1.1975489512282762
80,-2.3203320169768165,-9.29960308949111
81,-9.739311279677073,4.531865847853466
82,-10.650760732089608,2.505483733638825
83,-2.9396745885163313,-8.362389932402188
84,-6.090276603793651,0.5421477155753082
85,-8.276535332923206,2.67282237995072
86,-10.519145004588934,3.108751012366113
87,-8.17648803726633,0.5060220799118478
88,-4.8562897771185725,-0.23714352066750255
89,-11.052581650163091,3.3841838588462876
90,-5.658294440835567,3.5382271263496534
91,-7.092234169912901,3.2023095704694153
92,-2.1562518626024616,-9.299772487277385
93,-2.9979722708099272,7.681854521456735
94,-7.948124851208497,-0.7390149182471075
95,-0.1294909373455058,-2.833251335344113
